postcode,nil,"$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)"
3779,3,0,5,10,20,11,15,13,15,12,11,12,11,9,0,0,0,0,0,0,0
3781,23,6,28,22,79,54,90,93,124,122,125,111,222,106,48,44,14,17,5,8,0
3782,26,15,39,60,124,88,146,145,195,188,145,175,345,210,123,98,54,50,29,28,3
3783,13,6,15,11,31,22,44,39,56,66,54,47,90,68,37,28,11,12,9,6,0
3786,9,3,9,4,20,17,22,33,33,32,26,27,67,45,30,28,19,13,15,12,0
3787,0,0,6,11,10,8,24,19,13,19,21,26,48,29,18,17,12,14,4,8,0
3788,9,4,9,16,32,21,49,46,53,48,33,35,69,53,27,22,23,9,6,10,0
3789,0,0,0,0,10,4,4,5,5,8,10,8,8,4,3,0,0,10,0,7,0
3791,0,4,5,9,17,30,26,31,35,40,25,29,59,37,35,28,23,5,5,4,3
3792,3,3,6,4,9,11,18,19,29,36,29,15,38,25,8,13,10,7,7,3,0
3793,10,5,17,26,57,71,97,109,109,89,98,82,122,74,53,31,13,11,12,8,0
3795,3,0,4,5,13,16,30,21,24,29,20,22,55,30,9,14,0,8,9,4,0
3796,24,11,45,47,145,114,195,203,230,283,197,212,460,281,160,87,64,30,29,13,5
3797,10,4,20,36,125,66,100,94,110,100,72,60,102,63,21,30,9,4,5,8,0
3799,32,26,61,84,241,150,219,192,242,173,133,99,157,65,38,19,3,5,3,0,0
3802,117,58,137,147,384,273,545,595,683,620,546,478,922,552,313,210,131,71,69,28,5
3803,35,30,60,91,215,126,282,259,308,312,254,210,340,184,101,69,28,23,16,11,0
3804,20,14,22,18,54,28,88,103,122,138,124,135,246,214,142,131,75,70,73,68,12
3805,234,65,189,240,617,553,1004,1045,1392,1407,1321,1205,2303,1420,778,478,275,213,153,84,15
3806,181,87,193,233,698,513,849,889,1220,1138,991,1110,2056,1392,823,625,378,302,230,163,35
3807,21,4,20,21,86,64,83,127,155,137,127,145,275,219,153,98,76,52,54,27,8
3808,8,6,3,7,36,13,31,38,56,60,40,61,122,87,67,46,19,34,27,19,4
3809,17,3,15,20,40,49,121,131,184,214,193,235,416,250,122,87,39,19,21,12,3
3810,198,72,249,335,847,718,1151,1241,1556,1490,1219,1156,1896,1051,513,293,172,96,78,52,9
3812,6,8,12,4,32,21,42,39,61,56,49,43,91,74,35,26,14,10,12,3,0
3813,0,3,3,4,13,17,20,26,21,19,13,19,30,21,10,4,4,6,6,0,0
3814,17,9,11,14,38,30,49,49,57,58,40,51,68,54,34,17,13,11,7,4,4
3815,8,9,11,12,61,37,72,50,62,71,57,52,104,99,43,18,13,10,7,0,0
3816,16,8,20,31,49,41,100,67,73,117,60,61,88,38,26,22,10,8,4,0,0
3818,52,42,70,129,382,234,454,402,498,399,332,324,448,255,118,80,57,31,29,13,3
3820,60,42,122,158,387,254,434,432,495,417,331,335,527,331,188,130,81,71,60,32,6
3821,13,11,21,18,56,43,67,67,83,79,58,63,99,64,29,33,15,12,11,3,3
3822,0,0,6,4,16,11,19,30,37,25,22,17,29,30,17,5,10,0,6,4,0
3823,14,5,21,28,39,38,70,49,60,47,52,30,66,41,14,22,4,8,4,4,0
3824,16,11,45,64,126,73,162,126,158,136,102,109,168,100,53,48,27,18,8,9,0
3825,108,88,287,390,859,483,840,627,659,535,390,348,536,303,166,140,88,73,44,20,7
3831,4,3,12,8,54,25,44,52,53,54,28,39,63,28,25,7,9,6,0,3,0
3832,0,0,5,4,11,3,12,7,9,3,7,6,3,5,0,0,0,0,0,0,0
3833,0,5,0,8,16,9,10,15,8,3,12,0,8,3,0,0,3,0,0,0,0
3835,0,0,3,5,16,4,15,12,16,13,10,10,14,9,3,3,0,3,0,0,0
3840,98,67,210,310,674,382,606,477,514,403,268,252,470,254,141,123,53,43,31,19,5
3842,34,13,53,58,164,111,190,143,146,132,102,79,140,65,38,31,4,10,6,5,0
3844,114,63,194,301,642,533,781,694,819,729,628,622,1127,642,400,325,163,138,100,59,15
3847,21,8,8,21,71,34,79,58,76,72,45,52,74,48,16,11,5,10,5,10,0
3850,62,35,141,173,419,278,443,399,476,381,320,310,486,277,159,162,76,84,41,33,7
3851,36,29,78,78,185,87,181,164,136,120,93,80,141,83,55,60,27,21,18,7,0
3852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3854,9,3,4,10,18,24,20,40,40,23,28,28,58,39,31,26,10,3,8,4,0
3856,0,0,7,9,23,14,18,14,33,26,23,28,43,29,18,3,10,6,0,5,0
3857,0,0,0,0,5,3,14,12,11,15,6,12,18,5,3,0,4,0,0,0,0
3858,24,7,23,41,112,57,123,117,95,86,61,58,92,33,22,16,12,16,9,9,3
3859,8,9,4,9,16,14,19,23,25,28,21,18,24,16,7,9,4,0,7,5,0
3860,27,22,63,94,223,130,263,199,262,200,143,167,234,116,66,50,20,19,19,8,0
3862,21,17,24,42,69,56,103,88,122,84,65,59,106,61,27,23,3,13,4,3,0
3864,3,3,0,5,7,0,3,8,3,8,3,9,14,3,4,0,0,0,0,0,0
3865,0,3,4,6,17,3,18,15,19,17,9,12,12,14,0,5,0,0,0,5,0
3869,6,6,8,8,35,24,55,36,48,44,26,38,38,44,26,18,20,11,4,4,0
3870,7,9,18,16,42,28,36,40,44,43,28,26,37,29,6,11,0,3,8,3,0
3871,15,13,24,28,89,64,81,92,103,81,51,54,92,52,20,22,10,3,5,6,0
3873,3,0,3,6,11,3,10,3,9,11,4,8,15,5,0,4,3,0,3,0,0
3874,0,4,10,10,28,9,23,21,17,17,3,9,21,13,8,3,6,0,0,3,0
3875,67,62,145,260,607,395,699,651,662,584,408,339,512,274,125,100,34,44,31,28,4
3878,6,0,8,6,38,28,54,44,38,39,27,21,32,17,7,6,9,9,4,0,0
3880,22,18,40,59,184,116,225,139,156,135,76,52,92,49,24,22,14,5,6,10,0
3882,0,3,10,17,32,22,31,31,42,39,30,16,42,17,10,0,0,0,0,0,0
3885,13,10,20,30,73,47,84,59,75,63,35,27,45,23,12,6,0,0,0,0,0
3886,4,0,0,5,24,9,11,15,12,16,5,8,13,4,0,3,0,0,0,0,0
3887,4,0,4,12,20,3,15,14,9,10,7,0,0,5,3,4,0,0,0,0,0
3888,31,24,44,55,180,96,170,95,123,87,67,45,82,34,22,12,0,0,0,4,0
3889,0,0,0,5,19,8,11,7,6,0,3,0,0,0,0,0,0,0,0,0,0
3890,0,0,7,5,22,8,8,22,8,6,0,8,7,5,0,0,0,0,0,0,0
3891,0,3,5,3,3,3,4,8,0,6,0,0,5,0,0,0,0,0,0,0,0
3892,7,5,16,30,66,30,69,45,44,40,16,12,18,14,6,9,0,4,0,0,0
3893,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
3895,0,0,8,9,15,11,7,6,4,3,3,5,8,3,3,0,0,0,0,0,0
3896,0,0,6,13,9,6,13,18,20,17,8,5,14,0,0,3,0,0,0,0,0
3898,8,3,16,14,17,12,27,23,34,28,18,20,25,13,19,12,9,14,12,7,12
3900,0,0,0,0,6,10,5,6,5,5,0,4,4,0,3,0,0,0,0,0,0
3902,0,0,3,3,11,6,14,14,19,10,7,9,12,3,9,0,0,0,0,0,0
3903,6,10,5,3,33,17,36,18,25,17,13,17,16,4,9,4,0,0,0,4,0
3904,12,6,14,21,57,32,68,57,75,42,35,29,32,26,3,11,0,0,10,7,0
3909,45,34,96,122,327,204,348,251,289,234,149,112,184,101,30,38,12,13,7,10,0
3910,83,37,103,134,392,280,478,507,597,613,561,508,992,691,389,244,115,94,75,44,4
3911,10,6,15,36,61,48,69,72,91,106,81,90,143,69,49,30,20,18,14,8,0
3912,62,37,69,90,273,197,337,322,452,430,321,344,594,420,217,123,81,78,38,38,0
3913,13,3,4,16,61,36,84,76,105,103,68,71,143,73,51,33,21,21,17,11,0
3915,60,24,95,172,381,281,391,333,335,273,223,200,293,157,67,46,26,15,15,9,0
3916,4,4,5,3,12,8,14,15,34,19,24,19,36,24,14,9,9,6,5,14,0
3918,11,9,17,31,61,58,100,89,98,102,82,81,155,99,42,41,16,9,3,0,0
3919,7,3,34,20,95,72,105,91,130,85,92,73,116,55,22,18,13,9,5,0,0
3921,0,3,0,6,6,5,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0
3922,43,27,76,113,326,229,365,276,294,228,139,134,210,95,48,39,16,13,7,13,3
3923,3,0,3,10,22,20,29,25,28,17,13,10,22,3,0,9,3,0,0,0,0
3925,20,13,44,40,124,89,116,101,137,114,87,67,104,51,27,19,11,11,8,6,3
3926,6,6,14,13,70,44,74,72,102,92,66,75,118,92,49,30,22,32,26,21,0
3927,9,4,10,25,33,24,39,44,51,57,44,27,54,51,27,26,13,17,10,9,0
3928,3,0,3,8,10,6,8,7,13,9,9,12,16,5,3,10,4,3,0,7,0
3929,7,4,5,11,14,9,18,21,31,19,15,21,37,20,11,25,4,13,13,17,4
3930,70,32,58,73,222,173,272,263,333,323,278,298,590,423,367,353,258,229,230,170,23
3931,86,57,127,168,478,353,593,526,696,520,447,415,746,459,293,247,124,107,80,67,6
3933,9,0,0,0,8,14,18,17,13,19,11,25,34,22,21,19,5,6,14,14,3
3934,71,38,77,102,310,245,371,407,454,451,377,360,753,541,354,256,166,149,121,85,11
3936,79,45,93,118,315,229,413,327,419,336,241,223,396,222,125,106,52,37,31,21,7
3937,6,5,11,6,15,21,25,35,33,38,22,25,56,41,26,29,18,8,13,18,0
3938,10,5,22,35,74,59,92,103,107,87,74,71,90,70,41,22,3,10,10,3,0
3939,83,41,134,240,599,404,587,478,556,419,309,298,437,234,98,91,45,34,26,19,5
3940,25,17,44,86,298,173,265,195,186,143,94,83,99,46,20,27,3,0,0,3,0
3941,87,49,117,186,413,287,436,415,441,395,304,268,364,200,97,84,43,31,28,12,0
3942,18,14,28,25,84,51,107,76,98,70,31,60,78,44,18,27,11,14,8,11,0
3943,22,7,10,23,44,51,50,52,57,47,38,33,41,33,23,26,12,17,19,19,0
3944,6,0,4,0,10,5,7,9,9,8,12,11,19,4,7,14,4,7,3,16,0
3945,12,0,9,14,31,19,38,24,29,31,22,23,37,30,13,6,4,5,3,3,0
3946,0,0,0,4,9,0,9,4,7,7,0,4,3,6,0,0,0,0,0,0,0
3950,15,15,54,76,216,113,182,172,156,130,93,80,119,84,33,28,10,12,10,8,0
3951,4,6,10,12,28,22,30,34,32,37,15,32,26,20,5,6,3,3,0,6,0
3953,35,32,67,97,224,132,238,229,272,223,174,183,256,140,71,44,31,18,11,14,4
3954,0,0,3,4,8,8,17,10,11,12,6,3,18,17,11,0,0,0,0,0,0
3956,23,9,35,39,119,79,130,89,106,75,58,46,62,32,19,16,3,8,9,7,0
3957,0,0,4,0,5,0,6,13,12,10,9,6,15,6,0,0,0,0,0,0,0
3958,6,0,0,0,0,0,9,9,9,7,9,7,7,5,3,0,0,0,0,0,0
3959,8,3,14,16,41,25,35,43,51,32,23,12,37,16,11,6,0,0,0,0,0
3960,7,11,28,43,116,62,120,84,79,79,35,52,64,31,19,15,4,8,3,4,0
3962,6,10,18,22,49,29,40,30,38,30,17,15,22,8,5,3,7,5,0,0,0
3964,0,4,0,3,12,0,8,3,9,0,0,5,3,0,0,0,0,0,0,0,0
3965,0,0,0,9,8,4,6,13,6,9,10,4,9,0,0,0,0,0,0,0,0
3966,0,5,5,12,29,10,23,26,15,13,10,12,17,5,0,3,0,0,0,0,0
3967,0,0,0,0,3,0,5,5,0,5,0,4,4,4,4,0,0,0,0,0,0
3971,30,24,52,76,192,99,177,146,172,118,78,62,92,47,23,17,6,10,6,8,3
3975,34,11,30,19,67,78,137,193,300,352,346,324,702,468,255,158,91,56,38,24,0
3976,139,45,135,154,387,324,522,652,795,720,591,482,817,442,199,111,65,32,37,19,6
3977,352,133,350,471,1199,1004,1745,1902,2556,2689,2286,2154,4116,2221,1177,699,348,269,225,127,15
3978,20,11,29,26,80,84,164,174,239,281,270,297,589,337,196,113,39,39,31,13,4
3979,0,6,0,4,8,7,3,7,5,8,13,3,14,3,6,5,0,0,0,0,0
3980,12,3,15,25,58,43,78,67,97,101,86,97,160,76,47,23,14,8,0,0,0
3981,24,17,25,46,112,50,125,93,135,142,105,121,168,107,48,39,18,10,10,9,0
3984,39,17,63,97,209,125,220,195,200,182,108,104,125,65,45,34,11,7,0,8,0
3987,5,6,12,10,27,24,35,31,39,45,33,44,54,24,16,15,0,3,0,0,0
3988,3,6,6,5,36,7,29,27,44,32,18,27,32,14,8,11,0,0,0,0,0
3990,0,0,0,0,4,7,3,5,3,3,0,0,5,0,3,0,0,0,0,0,0
3991,3,0,4,12,7,8,19,9,12,4,11,4,6,3,3,5,0,0,0,0,0
3992,0,7,12,13,31,28,38,31,41,44,20,19,26,13,4,4,0,0,0,8,0
3995,43,39,128,180,520,283,468,358,394,296,216,186,210,96,50,39,21,13,8,10,0
3996,15,18,47,94,192,169,217,188,225,162,112,98,171,89,51,56,19,23,6,11,3
4000,18,3,27,22,41,29,31,53,51,59,42,50,116,68,57,74,39,29,32,28,4
4005,27,13,16,30,61,22,49,46,65,57,49,63,146,84,79,147,73,89,127,130,14
4006,24,7,16,23,29,18,26,27,47,22,47,46,106,42,43,52,25,32,39,31,0
4007,27,13,15,30,69,53,81,76,102,95,81,106,197,165,122,194,113,131,179,205,39
4008,3,0,0,3,3,3,11,12,15,9,7,0,9,6,4,5,0,0,3,0,0
4009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4010,5,0,6,4,8,14,16,11,19,21,17,22,42,27,30,27,17,7,19,13,0
4011,40,25,45,42,107,86,121,159,194,177,190,155,343,238,206,285,185,192,198,219,35
4012,49,32,58,113,251,147,240,283,343,300,300,284,628,494,387,346,181,182,201,125,22
4013,16,9,28,47,69,48,60,60,92,66,92,80,161,137,92,61,44,48,46,28,4
4014,33,26,42,83,179,166,177,188,253,279,258,264,534,389,262,211,122,84,62,42,3
4017,110,55,140,221,671,470,761,716,920,863,805,751,1564,1054,679,500,239,239,196,91,17
4018,59,17,66,96,311,218,294,314,441,372,319,301,567,347,191,147,49,32,25,11,0
4019,65,28,107,172,479,331,557,546,598,548,427,383,635,381,237,151,83,69,49,27,7
4020,76,44,114,200,549,351,538,485,564,477,379,356,645,387,269,192,92,89,88,66,9
4021,38,24,56,112,332,216,344,306,353,300,242,195,332,181,95,54,19,20,10,0,0
4022,25,24,33,53,155,107,205,181,186,204,149,123,228,129,68,44,26,20,18,8,0
4025,0,5,0,0,11,0,0,5,12,9,4,4,8,5,0,0,0,4,6,0,0
4030,31,9,46,43,123,81,130,136,149,176,163,165,377,304,236,276,188,176,195,171,20
4031,35,15,24,66,155,108,143,159,234,204,190,205,417,309,274,243,160,146,167,110,4
4032,40,27,68,122,275,153,298,249,353,310,268,241,534,363,248,152,78,37,41,29,3
4034,151,100,184,308,907,651,932,939,1246,1153,965,965,1777,1236,821,602,286,266,219,145,8
4035,51,39,62,95,280,197,366,361,463,473,436,448,985,735,559,462,355,265,274,176,31
4036,20,11,30,29,84,81,150,133,239,190,179,146,315,175,126,58,32,24,12,5,0
4037,18,10,9,12,36,42,83,80,113,148,143,133,345,311,220,148,105,88,64,46,5
4051,82,47,84,129,289,201,251,301,418,382,384,384,811,570,464,547,340,382,348,342,22
4053,131,57,182,286,669,539,796,818,1027,971,895,891,1821,1344,986,768,437,360,318,182,16
4054,32,28,75,90,277,215,308,305,399,327,329,284,619,441,291,205,86,72,62,24,3
4055,36,24,52,72,188,162,251,312,435,397,382,407,925,694,511,363,226,177,166,94,8
4059,34,21,38,30,72,53,97,99,153,130,121,133,280,211,172,224,118,123,130,115,13
4060,33,18,23,32,103,92,102,122,143,159,137,132,359,266,239,295,167,223,236,218,26
4061,50,16,64,53,191,155,233,269,389,326,280,306,599,524,377,365,244,224,233,140,15
4064,36,11,23,33,77,45,78,93,119,125,159,127,294,200,171,245,120,156,165,200,34
4065,27,24,30,40,86,62,96,102,146,148,108,124,248,210,183,251,144,201,204,194,28
4066,22,11,33,32,75,49,79,91,109,145,123,114,269,166,147,181,116,146,177,161,27
4067,64,20,39,27,39,59,53,68,61,84,74,65,136,81,59,106,54,50,80,92,11
4068,77,24,69,66,145,141,192,192,291,269,256,238,474,331,233,359,208,213,260,264,39
4069,116,63,106,120,335,262,335,443,610,528,489,511,1102,814,720,774,586,588,567,475,93
4070,37,14,23,40,104,88,151,189,247,213,240,208,474,407,260,224,127,122,108,57,15
4073,43,14,29,23,75,76,111,125,162,167,161,165,362,247,250,190,137,125,118,68,13
4074,83,49,87,102,271,255,378,409,570,548,485,485,1040,788,558,421,224,193,211,143,20
4075,62,40,91,95,310,231,346,340,456,449,367,378,841,620,495,448,244,279,280,187,32
4076,32,8,33,48,111,73,122,157,126,147,114,102,161,91,43,39,10,13,7,9,3
4077,176,73,259,325,767,505,760,754,911,809,577,476,784,436,196,160,56,42,23,23,6
4078,89,39,104,121,353,260,501,522,700,717,605,606,1145,679,430,289,133,110,93,44,4
4101,36,11,42,58,103,65,116,117,142,155,118,116,265,212,158,177,95,101,104,114,14
4102,15,7,24,26,68,31,55,49,71,79,73,62,138,115,71,82,45,41,53,37,8
4103,49,18,63,63,143,107,125,147,211,203,207,212,399,299,248,197,108,110,98,75,8
4104,8,12,21,30,61,47,72,77,86,96,94,80,193,112,120,117,48,80,65,84,11
4105,35,18,68,66,178,123,163,185,294,234,254,242,475,369,277,217,114,97,90,62,3
4106,0,7,13,16,22,27,34,42,46,39,36,30,57,33,20,11,0,8,6,3,0
4107,7,11,20,37,126,81,126,131,170,162,148,131,245,212,133,91,25,39,12,14,0
4108,32,14,44,73,129,93,149,116,169,141,138,111,219,127,74,51,20,9,7,6,3
4109,370,142,238,225,610,467,696,762,991,887,678,642,1191,758,482,358,198,152,167,108,27
4110,52,28,68,96,198,146,240,269,324,271,237,201,395,242,143,89,36,32,28,23,3
4111,3,0,6,3,11,8,14,12,25,15,16,15,34,24,15,5,0,7,0,4,0
4112,51,17,30,27,77,71,120,136,178,178,140,141,319,221,135,117,61,45,56,32,3
4113,255,84,131,131,352,336,486,587,807,737,654,662,1087,674,441,313,162,117,146,102,15
4114,134,74,237,328,770,505,878,859,874,773,514,408,566,290,123,84,29,17,22,12,7
4115,72,35,64,64,195,177,358,354,457,454,404,375,853,602,377,250,142,104,79,30,3
4116,187,64,107,88,241,191,417,478,662,649,534,533,1042,685,403,308,156,120,112,67,18
4117,3,4,6,7,15,6,22,12,33,40,40,26,74,40,28,10,4,4,0,0,0
4118,89,35,108,135,396,340,601,639,859,913,721,678,1333,807,355,243,116,84,62,29,5
4119,31,7,27,38,92,69,94,121,157,164,143,139,241,170,99,79,40,31,26,12,3
4120,18,12,14,29,60,39,69,81,112,94,121,108,233,161,133,116,65,76,65,55,9
4121,68,31,96,149,339,254,360,329,469,410,410,404,917,731,582,535,286,301,295,211,27
4122,177,82,200,272,698,488,858,762,997,941,790,802,1540,1179,826,647,321,267,252,151,22
4123,82,27,92,99,240,207,350,342,506,451,408,435,819,578,370,251,110,92,105,46,10
4124,66,23,66,95,263,178,385,346,461,463,420,389,782,530,317,201,87,93,74,40,8
4125,31,17,34,60,171,124,219,141,174,155,90,135,239,150,120,74,46,19,22,12,6
4127,111,53,124,182,471,364,596,646,781,739,603,539,1003,621,383,269,112,93,103,60,3
4128,52,14,38,60,150,129,221,291,394,350,318,354,753,533,368,201,111,93,111,44,13
4129,22,7,24,21,65,63,118,110,192,207,159,158,308,155,86,64,25,15,11,10,0
4130,28,3,24,29,85,76,121,103,168,167,146,153,335,289,220,123,77,73,73,48,9
4131,25,14,77,71,180,124,198,215,269,297,230,218,346,176,92,58,17,23,13,8,0
4132,79,34,123,141,364,305,554,595,731,745,580,515,830,415,205,102,43,38,22,9,7
4133,63,15,80,126,344,248,427,383,500,480,378,384,669,317,193,128,73,42,41,18,0
4151,31,18,35,56,129,90,124,142,184,158,177,181,349,308,213,241,140,183,179,182,26
4152,162,84,164,237,712,522,725,741,949,857,850,804,1712,1241,983,863,556,527,530,391,54
4153,16,8,5,27,40,47,81,65,80,77,73,104,221,124,98,83,38,45,40,30,8
4154,13,11,18,27,59,61,79,125,176,160,162,178,436,328,294,263,184,147,165,87,16
4155,4,3,3,6,13,8,12,21,21,23,22,14,33,35,29,23,11,18,23,23,14
4156,11,10,9,7,14,20,41,41,42,37,38,44,97,106,76,64,31,43,50,37,6
4157,51,28,101,144,382,234,469,431,552,531,429,428,854,488,338,215,109,88,100,46,12
4158,3,7,22,23,75,62,102,111,135,117,90,96,150,78,48,51,20,21,13,6,4
4159,32,19,60,80,225,186,289,295,361,302,296,284,600,414,276,194,108,97,79,55,13
4160,61,38,61,68,218,195,370,305,434,386,317,373,670,524,398,309,192,191,143,96,10
4161,47,25,83,114,299,186,390,324,479,456,373,393,761,530,254,159,90,51,49,21,0
4163,76,40,87,132,362,245,381,332,385,338,250,253,484,310,212,191,115,104,94,94,15
4164,29,21,35,59,157,127,246,225,319,321,258,307,583,459,300,260,148,120,112,69,8
4165,102,62,115,178,498,421,783,706,848,814,773,763,1600,1108,642,479,244,232,176,85,19
4169,23,15,30,36,56,36,65,47,92,93,102,91,195,126,107,132,64,72,73,86,10
4170,57,30,85,111,279,188,257,273,375,403,387,380,820,619,513,560,324,287,284,273,19
4171,30,22,32,31,94,62,121,115,182,159,154,148,399,310,232,353,236,253,285,283,41
4172,8,5,16,11,54,31,52,67,85,117,84,94,167,143,91,75,49,45,49,32,0
4173,8,9,33,61,168,101,189,179,254,208,195,213,360,291,156,117,52,46,40,17,0
4174,3,0,11,5,43,25,55,59,81,68,41,53,128,71,41,25,14,8,9,0,0
4178,72,35,140,203,581,365,536,520,674,610,477,503,983,650,461,323,208,162,156,65,8
4179,65,38,96,137,410,227,403,362,464,412,330,364,707,543,391,341,198,195,138,95,13
4183,23,12,18,33,58,49,64,53,73,65,42,31,74,26,27,19,7,9,10,8,4
4184,88,32,126,188,579,264,501,301,286,180,113,85,92,41,18,19,11,8,0,6,0
4205,19,16,35,76,224,158,229,178,176,136,113,90,155,82,37,27,14,7,3,0,0
4207,183,96,257,408,1141,970,1642,1409,1783,1528,1252,1151,1980,1120,594,396,221,141,122,63,13
4208,52,18,36,68,206,179,334,282,441,461,462,430,898,632,364,200,111,79,72,53,9
4209,128,51,117,130,361,468,785,880,1238,1337,1245,1186,2091,1238,706,464,239,200,163,85,11
4210,53,23,52,94,235,208,357,338,491,487,463,437,811,591,326,219,121,108,70,58,11
4211,220,100,274,345,994,735,1434,1263,1680,1600,1372,1323,2452,1466,848,558,293,239,175,103,23
4212,147,52,99,142,402,284,538,503,658,602,498,523,1005,667,476,457,214,217,209,163,22
4213,105,44,113,143,380,302,546,537,722,717,576,589,1102,771,425,328,191,167,168,108,18
4214,186,66,171,227,644,495,885,851,1011,1003,797,728,1353,932,557,354,192,179,164,105,16
4215,182,77,274,465,1023,694,1049,1006,1155,965,729,631,1068,528,303,205,86,108,85,48,8
4216,151,78,177,280,919,654,1071,854,1036,833,583,603,1078,604,373,324,150,178,148,155,11
4217,141,48,103,131,321,224,365,367,481,403,350,342,612,394,301,312,164,180,171,216,28
4218,104,47,113,159,441,351,538,496,606,568,443,469,732,529,379,327,167,150,181,146,34
4220,91,56,140,197,679,382,690,579,707,663,514,512,948,713,469,276,151,149,122,89,12
4221,69,62,106,158,548,369,585,553,651,586,504,485,859,590,383,248,109,121,77,54,13
4223,43,31,53,108,299,186,357,315,377,335,272,270,456,303,187,141,81,62,52,43,7
4224,24,17,33,31,113,96,150,140,172,147,138,129,188,120,62,57,19,18,20,5,0
4225,8,4,25,30,58,32,59,60,65,59,40,50,74,39,23,19,12,5,16,15,0
4226,160,73,130,175,481,420,759,694,897,841,674,679,1210,803,439,383,179,147,159,97,13
4227,81,41,93,130,303,254,449,450,584,531,457,396,795,497,323,212,121,104,79,55,9
4228,7,3,23,16,65,42,81,80,104,121,75,70,192,132,99,66,40,46,37,23,6
4230,3,0,11,9,13,12,37,30,36,38,23,18,47,13,10,4,3,0,4,5,0
4270,18,3,13,10,42,29,70,61,75,85,90,94,175,102,69,53,23,13,18,13,0
4271,8,9,12,27,87,69,92,77,102,98,68,52,109,51,32,21,21,12,16,4,0
4272,33,12,32,45,136,68,160,119,136,136,89,88,150,98,78,42,27,15,12,15,0
4275,18,8,10,17,59,37,73,61,83,91,70,70,127,83,60,26,21,13,13,9,0
4280,53,27,44,48,151,120,270,271,341,391,379,371,701,462,270,166,96,85,47,18,8
4285,65,41,107,148,424,357,577,468,574,538,393,434,719,376,242,168,71,55,40,32,9
4287,5,6,0,17,27,8,24,22,16,16,10,17,22,3,9,8,0,0,0,0,0
4300,171,70,179,272,615,537,936,1015,1366,1482,1292,1165,2484,1571,956,569,306,222,158,96,14
4301,105,18,112,115,346,384,638,711,945,883,735,586,994,506,247,113,53,41,39,13,6
4303,20,13,34,56,102,82,144,117,122,99,59,59,86,35,17,11,7,6,0,0,0
4304,51,40,123,185,467,347,554,564,593,566,447,382,593,301,169,100,29,23,15,8,4
4305,200,113,322,604,1519,1182,1754,1748,2143,1915,1459,1331,2256,1289,710,418,221,141,123,58,12
4306,106,68,147,183,541,341,734,666,889,824,743,708,1367,989,670,419,247,185,187,96,13
4307,8,4,6,7,21,16,41,48,52,32,38,35,61,34,24,10,4,3,4,6,0
4309,9,17,13,32,100,49,102,100,98,74,60,61,97,52,35,20,4,10,4,7,3
4310,26,17,40,46,197,96,219,187,208,179,132,119,166,85,64,36,23,23,8,10,0
4311,50,31,74,80,279,178,368,326,339,295,221,191,322,146,72,48,25,16,9,12,0
4312,24,16,16,47,115,59,140,103,105,65,44,49,55,25,16,13,13,10,0,6,0
4313,22,16,37,32,122,58,108,70,87,70,45,36,58,20,16,13,0,0,0,3,0
4340,28,14,29,62,142,114,169,143,144,164,122,116,197,105,55,37,10,12,13,5,0
4341,64,32,105,112,397,243,445,422,457,426,311,270,454,293,140,71,33,39,19,21,5
4342,5,6,27,23,62,46,86,94,76,72,53,50,76,33,21,10,4,6,11,0,0
4343,45,19,54,91,299,158,322,260,328,272,213,163,270,196,81,60,33,36,18,17,0
4344,8,7,14,16,56,42,85,65,79,73,40,53,82,49,22,22,15,8,9,5,0
4345,7,4,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
4346,0,4,0,11,13,18,20,23,38,33,30,14,34,22,10,5,3,0,4,0,0
4347,3,3,7,11,37,28,34,27,44,43,29,21,38,12,12,8,0,5,0,0,0
4350,370,228,659,1055,2807,1994,3197,2940,3411,2956,2394,2188,3856,2197,1304,952,445,401,314,272,39
4352,84,60,104,100,346,273,618,555,681,685,597,632,1211,846,541,311,149,146,97,68,9
4353,4,0,3,3,11,5,12,9,4,8,7,8,4,4,4,5,0,0,0,0,0
4354,4,3,9,17,38,23,38,28,43,40,20,19,31,21,13,9,0,4,0,0,0
4355,14,13,24,43,133,80,120,93,89,79,55,48,73,20,14,11,0,0,3,4,0
4356,10,17,20,37,110,75,168,117,145,150,101,117,165,102,50,39,24,26,9,6,0
