Small Unit Installation Postcode,Previous Years (2001-2018) - Installations Quantity,Previous Years (2001-2018) - SGU Rated Output In kW,Jan 2019 - Installations Quantity,Jan 2019 - SGU Rated Output In kW,Feb 2019 - Installations Quantity,Feb 2019 - SGU Rated Output In kW,Mar 2019 - Installations Quantity,Mar 2019 - SGU Rated Output In kW,Apr 2019 - Installations Quantity,Apr 2019 - SGU Rated Output In kW,May 2019 - Installations Quantity,May 2019 - SGU Rated Output In kW,Jun 2019 - Installations Quantity,Jun 2019 - SGU Rated Output In kW,Jul 2019 - Installations Quantity,Jul 2019 - SGU Rated Output In kW,Aug 2019 - Installations Quantity,Aug 2019 - SGU Rated Output In kW,Sep 2019 - Installations Quantity,Sep 2019 - SGU Rated Output In kW,Oct 2019 - Installations Quantity,Oct 2019 - SGU Rated Output In kW,Nov 2019 - Installations Quantity,Nov 2019 - SGU Rated Output In kW,Dec 2019 - Installations Quantity,Dec 2019 - SGU Rated Output In kW,Jan 2020 - Installations Quantity,Jan 2020 - SGU Rated Output In kW,Feb 2020 - Installations Quantity,Feb 2020 - SGU Rated Output In kW,Mar 2020 - Installations Quantity,Mar 2020 - SGU Rated Output In kW,Apr 2020 - Installations Quantity,Apr 2020 - SGU Rated Output In kW,May 2020 - Installations Quantity,May 2020 - SGU Rated Output In kW,Jun 2020 - Installations Quantity,Jun 2020 - SGU Rated Output In kW,Jul 2020 - Installations Quantity,Jul 2020 - SGU Rated Output In kW,Aug 2020 - Installations Quantity,Aug 2020 - SGU Rated Output In kW,Installations Quantity Total,SGU Rated Output In kW Total
2011,30,264.804,0,0.000,0,0.000,0,0.000,1,11.055,0,0.000,2,85.500,1,4.340,0,0.000,1,49.820,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,1,10.150,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,37,432.269
2015,170,"1,621.466",0,0.000,6,113.406,3,74.720,0,0.000,2,27.900,1,5.310,7,169.280,2,21.695,3,60.450,1,6.615,0,0.000,3,61.710,0,0.000,2,157.625,1,10.005,1,4.095,5,41.960,0,0.000,1,99.000,1,15.840,209,"2,491.077"
2016,95,429.856,1,3.300,3,14.578,0,0.000,0,0.000,2,9.975,0,0.000,4,15.590,1,5.920,0,0.000,2,11.550,3,72.610,0,0.000,1,6.600,2,12.710,2,9.090,1,3.300,2,34.370,0,0.000,1,1.500,0,0.000,120,630.949
2017,46,536.105,1,37.260,1,5.500,4,15.100,2,11.000,1,20.460,1,4.340,1,3.300,1,3.000,0,0.000,1,99.280,1,99.000,2,21.360,0,0.000,1,27.720,1,6.300,0,0.000,0,0.000,0,0.000,0,0.000,2,22.830,66,912.555
2018,253,980.257,8,62.535,3,17.125,1,6.600,4,30.840,5,27.030,1,5.985,3,14.415,6,65.860,3,17.900,4,55.890,7,43.790,2,17.975,3,32.340,6,40.405,4,32.170,2,14.300,3,20.870,2,13.200,6,76.800,1,6.650,327,"1,582.937"
2019,250,"1,651.000",1,6.000,0,0.000,3,12.115,3,35.595,5,55.865,4,39.810,1,75.040,3,13.690,1,6.600,1,99.660,8,87.785,6,237.665,2,11.850,6,61.790,5,30.000,5,30.555,1,8.250,8,233.190,5,192.070,1,6.660,319,"2,895.190"
2020,234,"1,289.979",3,104.380,2,15.970,3,15.940,2,8.400,5,65.060,3,15.255,3,23.595,2,8.800,4,25.300,2,38.723,4,28.015,3,21.145,5,47.300,1,6.600,8,51.150,1,99.630,4,118.415,2,13.200,5,35.805,2,106.200,298,"2,138.862"
2021,139,671.054,4,18.960,5,30.545,5,22.817,1,4.270,2,31.600,0,0.000,1,6.000,2,8.450,0,0.000,2,8.040,3,13.760,5,34.690,2,9.540,2,8.400,5,36.290,4,20.025,6,26.925,4,23.760,2,13.200,1,3.960,195,992.286
2022,184,830.429,2,13.740,1,5.850,3,20.285,4,37.950,4,33.990,2,13.545,0,0.000,6,31.440,3,18.275,2,8.470,4,28.420,2,12.900,1,10.500,4,23.985,4,28.050,2,14.400,2,16.125,2,13.410,2,11.910,0,0.000,234,"1,173.674"
2023,168,998.945,2,9.550,1,10.370,3,18.360,0,0.000,2,26.520,3,20.595,2,17.950,1,10.140,1,3.450,4,40.880,3,33.070,4,45.650,0,0.000,2,17.600,1,1.950,2,44.185,7,64.545,4,33.050,3,47.290,0,0.000,213,"1,444.100"
2024,266,"1,253.678",3,16.680,1,7.200,2,14.820,3,16.855,6,55.475,5,35.165,5,129.910,4,18.975,1,20.160,5,29.595,5,116.840,7,147.420,2,14.940,1,7.350,3,16.320,3,19.470,5,26.690,5,39.330,4,29.700,2,15.360,338,"2,031.933"
2025,86,337.760,2,9.315,0,0.000,2,12.050,0,0.000,5,44.165,2,49.575,0,0.000,0,0.000,0,0.000,4,27.800,1,6.600,3,23.560,1,9.100,3,18.580,3,15.480,2,16.335,1,7.850,1,10.560,1,9.100,1,4.440,118,602.270
2026,372,"1,396.570",5,30.085,3,14.105,2,15.260,5,39.670,9,56.040,5,27.245,7,56.140,4,19.920,4,24.940,3,25.555,6,34.255,6,40.410,3,24.565,10,59.990,8,42.805,4,23.290,4,22.490,10,88.135,6,110.240,4,22.635,480,"2,174.345"
2027,54,349.034,0,0.000,1,8.040,1,2.480,0,0.000,1,3.600,0,0.000,0,0.000,1,15.510,2,16.500,2,6.510,2,42.070,1,11.520,1,3.900,1,3.780,2,11.800,2,5.250,0,0.000,2,16.210,1,6.175,0,0.000,74,502.379
2028,39,178.180,1,9.810,1,6.200,0,0.000,0,0.000,0,0.000,0,0.000,2,10.395,0,0.000,1,7.785,1,33.000,2,14.750,1,29.700,0,0.000,0,0.000,1,9.800,3,21.500,0,0.000,1,11.050,0,0.000,0,0.000,53,332.170
2029,116,569.239,0,0.000,2,12.870,2,13.850,1,6.000,2,12.690,0,0.000,1,5.175,0,0.000,2,13.575,2,17.920,2,24.200,2,19.200,2,17.200,4,29.745,2,14.940,2,25.900,0,0.000,1,7.700,0,0.000,1,6.290,144,796.494
2030,285,"1,489.495",1,6.720,0,0.000,3,27.742,6,53.600,6,57.540,3,19.275,6,38.830,4,26.390,3,14.880,4,25.760,2,26.240,6,89.870,3,19.360,6,64.985,8,98.100,6,50.080,8,58.280,7,98.440,7,41.915,2,24.090,376,"2,331.592"
2031,471,"2,015.432",9,172.285,4,21.855,3,22.550,7,36.350,4,36.740,5,30.480,3,18.540,3,19.355,3,25.600,10,115.975,10,59.370,13,110.455,4,30.960,3,22.550,10,49.615,15,106.120,6,35.250,5,47.460,9,57.575,4,24.360,601,"3,058.877"
2032,258,"1,024.445",2,25.650,2,11.480,2,25.500,2,11.550,3,18.090,4,26.850,4,23.640,7,39.895,4,24.040,6,34.205,2,12.870,5,36.695,3,13.875,3,22.260,5,30.250,4,25.080,4,26.610,1,6.600,0,0.000,3,25.830,324,"1,465.415"
2033,142,642.062,2,8.550,2,21.840,1,5.400,1,6.405,0,0.000,1,8.000,2,13.315,1,6.000,1,4.340,3,57.420,4,107.140,0,0.000,2,17.160,1,6.600,3,32.220,2,12.555,1,4.740,0,0.000,2,19.850,4,28.350,175,"1,001.947"
2034,310,"1,177.776",3,24.290,3,33.605,2,12.390,6,48.070,3,19.115,2,15.510,6,66.080,2,8.475,3,19.080,8,48.485,10,61.460,6,38.750,3,18.300,7,43.145,3,20.570,5,27.690,3,14.670,6,42.085,6,51.140,0,0.000,397,"1,790.686"
2035,787,"2,902.741",7,52.825,8,57.335,10,73.540,9,52.195,6,33.555,7,45.330,8,54.300,3,23.160,5,26.620,7,44.550,9,58.170,7,55.935,6,50.280,17,105.570,11,73.815,13,77.745,15,211.485,11,68.875,15,261.530,4,21.630,965,"4,351.186"
2036,786,"3,124.560",12,71.385,4,17.910,11,66.200,18,86.760,6,41.780,12,130.860,14,128.390,7,42.595,4,19.755,12,104.215,10,73.290,6,41.780,10,56.690,4,25.130,9,70.100,12,81.305,9,162.815,10,78.490,8,61.090,10,147.355,974,"4,632.455"
2037,208,883.510,1,3.100,1,6.480,2,10.525,0,0.000,1,3.740,1,6.490,2,7.250,3,13.600,4,20.750,0,0.000,1,3.780,3,15.760,3,14.030,2,8.700,3,20.415,2,10.050,1,5.280,0,0.000,1,8.280,3,25.440,242,"1,067.180"
2038,241,815.015,2,6.600,6,30.954,7,42.775,2,11.355,6,35.100,0,0.000,3,15.975,4,23.955,1,1.650,2,13.975,5,49.060,2,26.260,0,0.000,5,30.660,1,3.780,3,14.015,7,43.240,3,15.670,4,24.310,1,6.570,305,"1,210.919"
2039,186,714.231,4,24.990,0,0.000,1,3.050,1,3.840,1,4.030,1,3.000,0,0.000,3,13.145,2,7.500,3,15.810,2,7.530,5,27.535,0,0.000,4,17.760,2,13.215,5,28.505,0,0.000,3,16.095,1,7.920,0,0.000,224,908.156
2040,588,"2,155.733",8,38.305,8,92.980,6,122.040,2,11.300,7,38.975,6,43.002,8,43.125,7,21.350,5,24.415,5,26.300,4,27.480,14,113.755,11,55.190,2,13.200,11,66.825,11,52.530,4,25.340,10,59.425,5,29.430,6,81.890,728,"3,142.590"
2041,335,"1,060.956",5,21.100,6,26.920,0,0.000,6,35.360,2,9.665,6,38.930,2,16.800,1,7.920,6,25.090,2,11.400,7,26.455,5,15.045,1,5.600,7,38.790,6,26.820,4,20.585,2,12.230,3,19.560,5,25.350,2,11.550,413,"1,456.126"
2042,381,"1,413.455",1,6.935,4,25.490,2,13.100,4,47.700,2,11.025,2,13.465,2,4.290,1,6.050,11,62.775,6,46.720,5,34.520,9,69.530,2,6.360,3,14.250,9,46.435,6,27.375,3,15.120,4,21.600,5,24.330,2,13.000,464,"1,923.525"
2043,93,325.469,0,0.000,2,87.180,2,19.900,0,0.000,0,0.000,0,0.000,1,6.210,1,5.525,1,5.175,2,4.400,2,13.740,2,9.650,0,0.000,1,5.940,1,9.300,3,12.090,0,0.000,2,33.600,2,13.200,2,13.160,117,564.539
2044,298,"1,244.689",3,16.815,1,5.580,1,4.030,0,0.000,4,24.360,5,119.600,3,19.320,4,18.470,5,19.185,3,13.185,2,11.655,4,50.820,1,6.600,4,22.680,3,16.980,7,44.460,3,18.440,2,13.200,3,41.460,3,19.140,359,"1,730.669"
2045,164,845.696,5,37.600,5,32.095,2,17.340,1,6.000,4,33.355,0,0.000,1,2.600,4,32.760,2,13.140,8,71.400,3,25.100,2,13.040,5,43.825,3,19.030,6,52.765,7,46.590,9,66.220,5,27.090,2,13.250,0,0.000,238,"1,398.896"
2046,583,"2,317.853",5,42.012,6,56.670,3,20.640,1,5.600,1,5.025,11,103.975,11,211.590,9,47.190,7,38.425,12,178.960,11,89.565,14,124.095,17,106.255,5,34.360,8,59.245,13,96.510,14,122.635,14,121.025,9,88.370,10,86.870,764,"3,956.870"
2047,183,689.603,2,9.540,2,14.505,0,0.000,3,21.900,2,13.815,0,0.000,4,22.065,2,6.250,2,10.335,2,13.215,1,5.610,4,32.280,5,26.505,5,37.950,7,46.200,5,35.790,3,14.860,1,10.080,2,14.070,1,7.400,236,"1,031.973"
2048,152,672.487,1,6.500,3,94.355,0,0.000,1,9.240,1,6.000,2,13.700,1,6.400,2,9.670,3,17.705,4,23.650,3,15.322,3,14.700,4,21.490,2,8.580,4,29.970,1,6.615,3,15.720,2,9.050,2,7.260,1,8.400,195,996.814
2049,232,831.737,3,21.500,2,22.390,3,28.350,7,39.605,5,34.620,3,11.975,4,19.235,3,17.420,1,3.000,3,16.800,2,11.680,5,66.056,2,13.930,3,19.140,4,44.005,6,44.840,3,19.875,1,9.900,2,9.400,1,8.050,295,"1,293.508"
2050,130,846.350,0,0.000,0,0.000,0,0.000,1,6.615,0,0.000,0,0.000,1,3.575,1,4.340,2,82.650,1,6.600,1,99.750,0,0.000,2,19.686,0,0.000,0,0.000,2,95.450,1,6.600,1,9.240,2,11.950,1,5.600,146,"1,198.406"
2055,1,2.400,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,2.400
2057,13,46.665,2,8.970,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,4.800,0,0.000,0,0.000,0,0.000,1,10.500,0,0.000,0,0.000,0,0.000,1,13.360,0,0.000,0,0.000,0,0.000,0,0.000,18,84.295
2059,3,43.360,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,3,43.360
2060,132,650.395,1,7.680,0,0.000,1,7.680,1,3.100,1,27.000,0,0.000,0,0.000,1,3.000,2,8.520,0,0.000,3,27.970,4,74.100,0,0.000,1,10.295,1,8.295,4,29.840,3,18.365,6,35.050,2,104.940,1,8.000,164,"1,024.230"
2061,20,137.550,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.615,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,21,144.165
2062,104,396.719,0,0.000,2,46.250,2,11.225,3,17.090,2,9.920,4,22.250,0,0.000,0,0.000,3,16.060,1,3.200,1,9.100,1,9.530,1,3.000,1,5.325,1,6.600,3,17.320,3,15.890,2,12.015,2,10.370,1,6.600,137,618.464
2063,254,"1,158.083",2,14.200,7,42.220,7,45.755,1,5.100,3,26.490,5,44.475,0,0.000,3,118.305,6,48.390,2,17.920,5,35.020,2,21.015,3,25.770,4,43.350,8,51.280,5,48.930,4,39.450,3,25.550,1,6.400,4,46.330,329,"1,864.033"
2064,180,"1,310.941",1,6.100,2,13.060,4,23.465,1,5.100,1,6.300,0,0.000,2,10.110,1,5.700,6,59.685,3,13.590,4,42.900,2,14.850,4,119.350,10,89.940,5,32.100,1,6.600,3,20.910,0,0.000,3,88.190,2,11.580,235,"1,880.471"
2065,450,"1,707.182",3,25.120,5,28.160,2,10.800,3,52.225,3,20.160,2,14.150,9,62.685,3,12.360,7,40.560,1,8.400,10,79.380,9,50.265,6,69.920,3,20.990,8,67.335,5,35.440,8,53.765,4,22.490,6,36.900,2,13.010,549,"2,431.297"
2066,878,"3,788.181",6,41.375,9,82.390,12,85.153,12,94.355,12,91.750,6,52.061,5,30.990,13,101.890,9,52.920,21,137.495,18,168.110,11,82.555,11,72.025,14,98.935,10,69.680,12,103.915,20,196.095,14,113.945,7,51.235,12,98.920,"1,112","5,613.975"
2067,461,"1,820.711",3,24.585,6,40.340,6,39.800,5,29.435,5,60.030,3,24.600,1,7.440,2,12.200,6,40.180,5,38.365,2,22.700,10,126.960,8,42.185,4,35.670,8,50.760,11,109.280,5,39.100,5,34.710,4,26.780,3,19.875,563,"2,645.706"
2068,526,"1,900.366",11,70.805,9,63.495,7,38.325,11,98.415,14,88.420,8,65.655,9,152.095,10,62.650,9,74.150,9,93.220,10,77.005,9,94.455,10,78.800,11,116.295,15,88.295,17,110.745,17,134.835,11,92.350,14,107.620,3,22.260,740,"3,630.256"
2069,493,"2,047.324",4,27.110,3,25.470,6,47.795,6,43.185,3,51.180,4,26.320,5,37.350,4,25.800,12,79.505,4,22.280,8,150.340,5,36.525,14,107.925,12,89.070,11,74.775,6,45.565,11,84.390,7,47.945,7,53.060,6,45.540,631,"3,168.454"
2070,425,"1,675.877",3,21.810,3,26.920,6,43.225,4,24.600,7,53.910,9,76.365,5,41.925,5,37.185,4,27.795,10,69.325,6,51.590,10,81.295,13,96.780,9,64.705,14,101.960,11,94.395,13,97.000,10,77.680,6,52.150,5,32.980,578,"2,849.472"
2071,364,"1,534.141",1,4.720,6,37.270,6,44.440,4,29.900,10,70.520,5,41.200,5,32.605,3,18.990,6,44.730,10,66.065,11,84.170,7,59.385,7,51.100,8,65.380,6,73.020,14,118.290,4,37.945,10,96.720,9,74.430,2,17.950,498,"2,602.971"
2072,180,940.212,1,10.050,0,0.000,4,24.025,1,7.930,1,6.600,3,15.375,2,7.800,2,11.880,1,46.480,3,19.150,7,68.000,3,27.310,0,0.000,2,18.170,6,49.230,3,25.100,4,26.510,7,51.695,2,18.260,3,22.440,235,"1,396.217"
2073,538,"2,567.631",5,40.700,8,54.750,9,58.015,8,63.415,7,34.580,10,81.865,5,37.695,8,63.515,5,42.170,8,58.320,6,39.345,9,65.360,7,54.820,9,75.500,15,86.880,6,64.875,6,48.370,8,47.695,6,48.250,6,38.190,689,"3,671.941"
2074,817,"2,995.637",7,45.960,11,63.605,15,103.860,4,29.440,8,57.020,11,194.285,11,77.745,13,75.745,11,73.945,18,130.960,11,88.185,14,182.450,9,73.850,7,55.420,15,191.035,23,178.225,17,121.280,15,113.615,19,189.700,8,69.170,"1,064","5,111.132"
2075,629,"2,571.234",7,68.290,10,70.715,10,70.185,3,21.060,4,24.145,4,27.000,9,66.100,3,25.235,11,71.805,7,60.860,13,125.445,9,66.925,8,62.380,11,79.160,16,121.045,17,155.185,16,114.705,17,206.820,12,94.210,4,33.230,820,"4,135.734"
2076,804,"3,475.719",8,47.045,13,103.005,10,63.185,16,95.220,8,59.625,6,37.680,11,123.765,11,96.840,10,93.545,9,64.110,14,90.000,16,213.140,6,39.670,17,105.420,15,118.235,16,140.035,14,122.760,17,125.405,10,88.930,4,35.930,"1,035","5,339.264"
2077,"1,030","4,131.391",14,105.130,11,80.490,26,192.220,9,54.725,14,107.430,7,46.815,11,75.110,5,25.985,13,96.180,13,85.925,21,148.725,20,173.450,11,80.815,19,139.840,17,121.620,21,166.195,16,123.800,10,65.410,16,135.200,8,60.290,"1,312","6,216.746"
2079,350,"1,181.977",2,13.200,7,42.395,1,6.300,1,6.120,3,21.765,5,33.020,6,42.725,6,53.270,3,23.215,7,41.975,7,59.460,3,19.815,8,56.030,5,31.905,7,48.100,10,71.645,3,18.480,4,24.930,9,68.565,4,30.580,451,"1,895.472"
2080,107,421.920,1,7.320,3,59.200,3,21.450,1,6.600,4,26.290,2,58.950,2,11.715,2,15.605,3,50.620,0,0.000,2,14.415,0,0.000,0,0.000,1,13.200,3,112.875,1,6.600,3,23.750,1,6.600,3,111.660,0,0.000,142,968.770
2081,384,"1,193.042",1,6.200,5,38.100,3,16.045,10,50.135,8,36.820,6,38.730,13,51.565,8,39.895,7,30.195,1,6.000,6,42.490,7,50.995,3,19.400,9,63.655,7,44.085,8,61.520,5,32.010,3,18.360,4,26.610,4,26.580,502,"1,892.432"
2082,354,"1,158.415",1,3.900,9,37.595,9,48.720,9,37.730,20,106.530,19,104.275,18,84.560,9,53.580,11,53.370,10,55.050,15,96.900,10,159.055,5,33.660,6,39.845,7,51.880,7,44.780,6,41.400,8,50.365,3,26.820,3,19.960,539,"2,308.390"
2083,140,510.312,1,5.850,3,19.670,0,0.000,1,12.505,1,8.060,2,12.660,1,3.265,2,15.765,3,18.290,2,5.500,0,0.000,3,17.850,2,13.425,3,22.670,2,14.300,8,58.250,1,6.500,2,35.820,2,24.170,1,7.820,180,812.682
2084,219,"1,165.490",1,11.000,2,21.920,0,0.000,2,11.600,3,24.000,1,8.060,3,18.600,3,43.730,3,18.180,3,40.610,6,48.301,3,43.251,4,49.040,1,24.750,6,45.490,1,6.930,1,10.560,3,43.070,0,0.000,0,0.000,265,"1,634.582"
2085,652,"2,535.895",4,24.670,6,36.105,6,50.020,8,53.545,3,20.940,5,32.170,7,39.845,3,21.780,14,91.455,11,76.215,5,43.380,9,157.210,10,65.550,11,67.340,8,51.810,10,92.205,8,52.930,11,82.905,6,50.820,10,65.765,807,"3,712.555"
2086,598,"2,015.516",14,108.140,7,43.805,9,58.060,5,33.145,6,41.625,10,58.220,3,17.490,9,57.700,7,45.580,9,60.700,6,42.250,9,88.540,7,41.010,5,35.600,9,165.195,11,80.155,14,85.530,11,116.305,13,96.760,10,69.560,772,"3,360.886"
2087,593,"2,200.001",11,80.905,7,47.090,6,35.115,5,28.700,7,55.710,6,36.450,9,66.160,10,59.945,5,30.805,11,72.870,7,48.230,13,90.225,8,51.440,9,67.335,15,94.040,9,50.050,13,82.330,4,35.230,13,102.650,12,74.620,773,"3,409.901"
2088,510,"2,200.537",7,35.530,5,27.550,5,32.000,4,46.170,3,15.640,6,41.910,10,103.430,8,59.275,16,99.870,11,75.250,8,79.525,19,182.140,8,73.335,7,73.050,11,79.235,17,275.485,12,126.385,14,132.180,9,62.480,4,29.660,694,"3,850.637"
2089,60,224.886,1,6.205,0,0.000,1,6.820,1,6.700,0,0.000,1,4.200,1,6.210,1,5.520,1,6.200,6,71.355,0,0.000,0,0.000,2,15.050,1,17.955,1,5.400,2,11.880,2,10.980,0,0.000,2,16.730,1,4.950,84,421.041
2090,148,523.101,0,0.000,2,12.205,2,8.020,2,12.775,2,10.440,3,17.665,2,11.300,1,5.400,1,6.555,6,35.100,1,9.360,6,43.390,2,13.635,3,21.650,1,6.300,2,27.720,2,67.805,3,25.700,2,11.090,0,0.000,191,869.211
2092,282,"1,169.254",1,6.600,3,21.850,4,31.240,5,29.390,5,44.080,1,10.800,7,44.740,4,29.250,6,40.360,4,35.550,1,6.650,7,65.310,2,12.820,6,50.745,6,131.070,6,63.780,10,122.240,2,18.000,8,81.900,4,37.705,374,"2,053.334"
2093,653,"2,559.506",9,58.975,11,63.740,16,132.210,6,37.680,9,58.440,17,208.360,12,79.995,9,146.950,11,62.125,14,81.755,14,137.941,9,52.420,5,59.700,22,161.480,14,98.250,22,148.040,17,150.960,16,133.055,14,140.240,6,32.845,906,"4,604.667"
2094,116,375.625,0,0.000,1,6.030,1,6.300,2,12.300,1,7.375,0,0.000,1,6.555,0,0.000,1,8.540,0,0.000,0,0.000,4,17.910,3,7.260,1,2.960,5,32.840,3,19.960,4,26.320,4,27.415,1,6.480,2,14.180,150,578.050
2095,221,940.165,0,0.000,1,9.300,5,49.799,2,10.860,0,0.000,2,5.830,1,6.210,4,51.080,0,0.000,2,64.190,4,19.480,6,44.200,3,24.910,5,69.090,5,28.830,5,35.670,5,37.865,1,6.480,2,13.680,1,9.990,275,"1,427.629"
2096,397,"1,451.696",0,0.000,6,29.870,5,32.105,3,17.625,2,13.495,4,29.485,3,19.500,3,22.600,2,16.500,4,34.255,5,32.095,13,92.455,5,31.290,6,47.090,9,71.105,11,75.080,6,35.165,4,27.480,9,57.830,3,15.620,500,"2,152.341"
2097,560,"1,882.460",6,33.795,9,49.685,7,42.285,3,21.900,7,42.595,3,14.400,8,50.765,6,27.110,10,77.135,9,60.875,7,45.450,5,46.420,6,34.920,9,60.275,11,74.440,12,85.090,11,90.860,9,57.650,8,121.490,10,63.265,716,"2,982.865"
2099,"1,019","3,631.738",14,81.148,17,93.815,21,144.340,9,62.615,10,82.355,17,116.270,18,129.340,10,69.285,19,105.250,17,98.635,21,179.975,25,167.590,16,112.305,26,167.255,22,175.335,25,164.680,13,74.720,14,104.140,14,103.700,10,67.260,"1,357","5,931.751"
2100,856,"3,675.720",8,55.715,4,24.470,7,74.190,11,78.200,9,84.819,12,82.380,15,144.545,16,287.435,18,234.025,11,83.000,12,80.500,16,146.230,14,115.280,9,60.335,15,99.945,20,130.140,8,88.190,22,224.580,11,120.340,9,84.740,"1,103","5,974.779"
2101,628,"2,189.628",7,54.675,10,57.010,8,104.190,4,24.325,6,79.640,9,68.965,6,45.995,7,50.065,11,82.209,4,31.975,8,64.620,9,63.330,8,54.450,8,58.960,9,69.175,11,68.060,4,23.340,11,67.900,9,72.180,10,103.725,787,"3,434.417"
2102,343,"1,124.411",2,4.945,4,20.090,3,115.295,1,6.600,3,15.475,4,115.570,5,31.290,8,102.210,2,10.200,2,11.700,7,83.220,3,26.730,4,23.800,5,37.125,7,46.745,4,22.010,8,112.185,6,56.145,6,39.575,3,24.420,430,"2,029.741"
2103,386,"1,712.834",4,110.790,3,23.585,3,22.200,2,12.900,5,36.110,6,37.840,2,10.605,1,3.450,6,53.005,8,47.385,2,20.070,5,43.150,3,23.080,5,34.870,6,43.915,10,155.585,10,75.445,9,260.350,5,44.720,5,37.000,486,"2,808.889"
2104,151,663.950,2,15.565,0,0.000,2,9.300,0,0.000,1,6.510,1,4.650,1,14.400,1,12.025,1,90.460,2,17.235,4,37.045,5,34.845,0,0.000,2,12.900,1,6.615,3,20.400,1,27.060,5,45.825,3,17.130,1,7.560,187,"1,043.475"
2105,74,290.273,0,0.000,2,11.700,2,13.200,0,0.000,2,14.970,0,0.000,3,30.490,1,28.500,1,5.850,4,35.470,1,6.600,2,12.675,0,0.000,0,0.000,2,19.900,2,14.770,1,6.600,1,15.180,1,9.100,0,0.000,99,515.278
2106,248,866.604,4,19.650,1,5.270,3,17.830,3,15.585,4,21.720,6,25.365,5,37.225,2,9.750,4,19.865,10,60.420,6,36.255,5,34.100,4,30.990,2,11.930,8,55.320,3,19.500,4,24.350,6,37.220,6,44.160,2,17.100,336,"1,410.209"
2107,521,"2,061.276",6,37.640,6,41.010,11,65.960,8,63.025,6,51.930,3,13.110,7,60.660,4,27.910,9,65.310,8,59.000,11,73.551,6,39.310,4,24.230,9,97.635,9,62.400,12,83.235,12,77.290,7,63.970,10,85.180,5,46.495,674,"3,200.127"
2108,81,324.515,2,5.885,0,0.000,0,0.000,1,6.935,0,0.000,0,0.000,1,10.350,0,0.000,0,0.000,0,0.000,0,0.000,1,10.560,2,8.660,1,6.650,3,26.790,2,15.200,0,0.000,0,0.000,0,0.000,1,5.840,95,421.385
2109,1,21.120,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,21.120
2110,276,"1,125.888",0,0.000,3,20.605,4,30.315,3,19.260,5,36.460,1,4.880,4,33.805,1,3.780,5,49.560,8,43.200,10,78.740,2,17.100,3,14.350,2,13.230,7,59.970,7,60.270,8,62.050,6,50.205,4,86.360,2,19.860,361,"1,829.888"
2111,427,"1,741.892",9,66.050,6,53.420,4,25.800,4,25.420,4,22.440,6,57.865,5,41.325,10,68.510,6,44.830,5,21.950,4,26.295,7,58.180,9,187.395,7,66.275,8,46.815,7,66.940,5,43.275,2,13.800,7,58.955,3,21.420,545,"2,758.852"
2112,847,"2,917.716",8,45.460,5,35.295,10,58.335,3,19.900,21,136.090,8,96.650,8,57.770,7,42.660,8,43.320,10,133.365,20,266.865,10,65.740,15,112.845,21,138.415,24,165.025,18,131.325,13,123.980,20,128.845,13,103.760,13,100.000,"1,102","4,923.361"
2113,599,"2,973.685",3,26.250,9,54.345,5,29.150,10,67.325,7,106.215,4,19.450,4,26.005,3,15.490,14,72.835,14,99.635,7,52.855,17,232.320,8,68.780,3,26.400,13,221.670,16,124.275,14,277.860,10,96.150,10,111.160,8,56.370,778,"4,758.225"
2114,613,"2,051.961",3,17.590,7,46.645,8,45.845,5,25.970,5,48.210,4,44.255,4,27.360,8,80.335,9,63.300,7,55.680,12,94.415,13,86.500,5,43.740,15,94.080,19,186.350,15,106.180,7,48.215,8,65.330,3,20.915,5,28.395,775,"3,281.271"
2115,350,"1,225.317",3,24.630,8,57.530,2,15.420,0,0.000,5,39.705,3,17.325,7,50.430,6,36.020,4,21.925,4,33.240,14,91.170,5,124.785,4,28.250,5,43.510,7,46.200,9,56.820,3,22.300,4,26.355,3,19.250,5,35.460,451,"2,015.642"
2116,229,"1,602.903",2,11.100,1,6.380,2,13.000,2,22.400,4,31.015,4,121.560,2,10.800,1,6.600,3,18.270,2,15.840,7,69.540,1,6.600,0,0.000,4,28.130,4,34.095,3,48.465,2,16.550,5,211.060,2,16.960,4,26.040,284,"2,317.308"
